key_pure_art;a pure;;;;;;;;;;;;;x
key_impure_cap;impure;;;;;;;;;;;;;x
key_pure_cap;pure;;;;;;;;;;;;;x
key_impure_art_cap;An impure;;;;;;;;;;;;;x
key_pure_art_cap;A pure;;;;;;;;;;;;;x
title_eggkeeper;Eggkeeper;;;;;;;;;;;;;x
title_eggkeeper_desc;An honorary title officially in charge of the royal hatchery, though actual duties are actual performed by lower nursery attendants and midwives.;;;;;;;;;;;;;x
title_hunting_pack;Hunting Pack;;;;;;;;;;;;;x
title_hunting_pack_desc;The king's royal hunting pack assist and attend him on hunts;;;;;;;;;;;;;x
title_loremaster;Loremaster;;;;;;;;;;;;;x
title_loremaster_desc;Without written lore, the loremaster is tasked with memorizing your realms oral religious traditions.;;;;;;;;;;;;;x
title_fan_bearer;Fan Bearer;;;;;;;;;;;;;x
title_fan_bearer_desc;Officially the Fan-Bearer to the Right of the King is a highly prestigious position symbolically shading and fanning the king, though the actual fanning is often done by a servant.;;;;;;;;;;;;;x
title_censor;Censor;;;;;;;;;;;;;x
title_censor_desc;The position of the censor is charged with maintaining the census and supervising public morality;;;;;;;;;;;;;x
title_curule_aedile;Curule Aedile;;;;;;;;;;;;;x
title_curule_aedile_desc;The Curule Aedile is the official in charge of maintaining public building and regulating public festivals.;;;;;;;;;;;;;x
title_mage_apprentice;Mage Apprentice;;;;;;;;;;;;;x
title_mage_apprentice_desc;An apprentice under a skilled magician is taught the secrets of magic.;;;;;;;;;;;;;x
title_forced_heir;Forced Heir;;;;;;;;;;;;;x
title_forced_heir_desc;Unhappy with your previous heir, your vassals have forces you to name this character as your heir.  Cannot be assigned manually.;;;;;;;;;;;;;x
title_flame_custodian;Flame Custodian;;;;;;;;;;;;;x
title_flame_custodian_desc;A dedicated custodian of the Eternal Flame, tending to the grounds and handling any issues that may occur.;;;;;;;;;;;;;x
expected_next_title_circle_druid;Expected Next Circle Druid;;;;;;;;;;;;;x
expected_next_title_circle_druid_tooltip;This druid is probably next in line for membership in the inner circle when a position becomes available;;;;;;;;;;;;;x
best_candidate_title_circle_druid;My Best Circle Candidate;;;;;;;;;;;;;x
best_candidate_title_circle_druid_tooltip;Of all the druids in my realm, this one is the likeliest to be admitted into the circle by the Archdruid.;;;;;;;;;;;;;x
blood_court_count;Blood Court;;;;;;;;;;;;;x
blood_court_count_desc;The Blood Court are a cabal of elder vampires holding sway over the governing of the realm.  This position is given automatically to the elder people in the realm without a council title;;;;;;;;;;;;;x
blood_court_duke;Blood Court;;;;;;;;;;;;;x
blood_court_duke_desc;The Blood Court are a cabal of elder vampires holding sway over the governing of the realm.  This position is given automatically to the elder people in the realm without a council title;;;;;;;;;;;;;x
blood_court_king;Blood Court;;;;;;;;;;;;;x
blood_court_king_desc;The Blood Court are a cabal of elder vampires holding sway over the governing of the realm.  This position is given automatically to the elder people in the realm without a council title;;;;;;;;;;;;;x
blood_court_emperor;Blood Court;;;;;;;;;;;;;x
blood_court_emperor_desc;The Blood Court are a cabal of elder vampires holding sway over the governing of the realm.  This position is given automatically to the elder people in the realm without a council title;;;;;;;;;;;;;x
blood_court_e_vampire_1;Blood Court;;;;;;;;;;;;;x
blood_court_e_vampire_1_desc;The Blood Court are a cabal of elder vampires holding sway over the governing of the realm.  This position is given automatically to the elder people in the realm without a council title;;;;;;;;;;;;;x
blood_court_e_vampire_2;Blood Court;;;;;;;;;;;;;x
blood_court_e_vampire_2_desc;The Blood Court are a cabal of elder vampires holding sway over the governing of the realm.  This position is given automatically to the elder people in the realm without a council title;;;;;;;;;;;;;x
d_golden_order;Golden Order;;;;;;;;;;;;;x
d_army_baal;Army of Baal;;;;;;;;;;;;;x
d_ddraig_goch;Y Ddraig Goch;;;;;;;;;;;;;x
d_soldiers_horus;Soldiers of Horus;;;;;;;;;;;;;x
d_servants_anubis;Servants of Anubis;;;;;;;;;;;;;x
d_ares_phalanxAres's Phalanx;;;;;;;;;;;;;x
d_sons_mars;Sons of Mars;;;;;;;;;;;;;x
d_champion_vigrithr;Champions of Vígríðr;;;;;;;;;;;;;x
d_galatian_company;Galatian Company;;;;;;;;;;;;;x
d_helvetic_company;Helvetic Company;;;;;;;;;;;;;x
d_brennus_ambaxtoi;Brennus Ambaxtoi;;;;;;;;;;;;;x
Holy_Order_ReformedDraconic;The Golden Order;;;;;;;;;;;;;x
Holy_Order_Satanist;The Army of Baal;;;;;;;;;;;;;x
Holy_Order_ReformedDruidic;Y Ddraig Goch;;;;;;;;;;;;;x
Holy_Order_ReformedKemetic;The Soldiers of Horus and the Servants of Anubis;;;;;;;;;;;;;x
Holy_Order_ReformedHellenic;Ares's Phalanx;;;;;;;;;;;;;x
Holy_Order_ReformedJotnar;The Champions of Vígríðr;;;;;;;;;;;;;x
tt_god_cant_convert;Gods can't leave their pantheon;;;;;;;;;;;;;x
tt_god_cant_monotheism;Gods can't convert to monotheistic religions;;;;;;;;;;;;;x
tt_god_cant_nontheistic;Gods can't convert to nontheistic religions;;;;;;;;;;;;;x
expel_the_golden_order;Expel the Golden Order;;;;;;;;;;;;;x
expel_the_golden_order_desc;I can drive the Golden Order from my realm and seize their castles. However, it is a very impious thing to do...;;;;;;;;;;;;;x
expel_the_army_of_baal;Expel the Army of Baal;;;;;;;;;;;;;x
expel_the_army_of_baal_desc;I can drive the Army of Baal from my realm and seize their castles. However, it is a very impious thing to do...;;;;;;;;;;;;;x
expel_y_ddraig_goch;Expel Y Ddraig Goch;;;;;;;;;;;;;x
expel_y_ddraig_goch_desc;I can drive Y Ddraig Goch from my realm and seize their castles. However, it is a very impious thing to do...;;;;;;;;;;;;;x
expel_soldiers_horus;Expel the Soldiers of Horus;;;;;;;;;;;;;x
expel_soldiers_horus_desc;I can drive the Soldiers of Horus from my realm and seize their castles. However, Horus will not look favorably up this action...;;;;;;;;;;;;;x
expel_servants_anubis;Expel the Servants of Anubis;;;;;;;;;;;;;x
expel_servants_anubis_desc;I can drive the Servants of Anubis from my realm and seize their castles. However, Anubis will not look favorably up this action...;;;;;;;;;;;;;x
expel_ares_phalanxExpel Ares' Phalanx;;;;;;;;;;;;;x
expel_ares_phalanx_desc;I can drive Ares' Phalanx from my realm and seize their castles. However, Ares will not look favorably up this action...;;;;;;;;;;;;;x
expel_sons_mars;Expel Sons of Mars;;;;;;;;;;;;;x
expel_sons_mars_desc;I can drive the Sons of Mars from my realm and seize their castles. However, Mars will not look favorably up this action...;;;;;;;;;;;;;x
expel_sons_of_mars;Expel Sons of Mars;;;;;;;;;;;;;x
expel_sons_of_mars_desc;I can drive the Sons of Mars from my realm and seize their castles. However, Mars will not look favorably up this action...;;;;;;;;;;;;;x
expel_vigrithr;Expel Champions of Vígríðr;;;;;;;;;;;;;x
expel_vigrithr_desc;I can drive the Champions of Vígríðr from my realm and seize their castles. However, it is a very impious thing to do...;;;;;;;;;;;;;x
expel_champions_vigrithr;Expel Champions of Vígríðr;;;;;;;;;;;;;x
expel_champions_vigrithr_desc;I can drive the Champions of Vígríðr from my realm and seize their castles. However, it is a very impious thing to do...;;;;;;;;;;;;;x
borrow_money_golden_order;Borrow 300¤ from the Golden Order;;;;;;;;;;;;;x
borrow_money_golden_order_desc;I can borrow money from the Golden Order and pay back the same sum at any time. However, while I'm in their debt, the Grand Master can make various requests, like one of my sons joining their ranks.;;;;;;;;;;;;;x
vassalize_golden_order;Vassalize the Golden Order;;;;;;;;;;;;;x
vassalize_golden_order_desc;As the king of Denmark, it is within my power to vassalize the powerful Golden Order at the cost of 750 gold.;;;;;;;;;;;;;x
borrow_money_army_baal;Borrow 300¤ from the Army of Baal;;;;;;;;;;;;;x
borrow_money_army_baal_desc;I can borrow money from the Army of Baal and pay back the same sum at any time. However, while I'm in their debt, the Grand Master can make various requests, like one of my sons joining their ranks.;;;;;;;;;;;;;x
vassalize_army_baal;Vassalize the Army of Baal;;;;;;;;;;;;;x
vassalize_army_baal_desc;As the king of Hungary, it is within my power to vassalize the powerful Army of Baal at the cost of 500 gold.;;;;;;;;;;;;;x
borrow_money_y_ddraig_goch;Borrow 300¤ from Y Ddraig Goch;;;;;;;;;;;;;x
borrow_money_y_ddraig_goch_desc;I can borrow money from Y Ddraig Goch and pay back the same sum at any time. However, while I'm in their debt, the Grand Master can make various requests, like one of my sons joining their ranks.;;;;;;;;;;;;;x
vassalize_ddraig_goch;Vassalize Y Ddraig Goch;;;;;;;;;;;;;x
vassalize_ddraig_goch_desc;As the king of Ireland, it is within my power to vassalize the powerful Y Ddraig Goch at the cost of 500 gold.;;;;;;;;;;;;;x
borrow_money_soldiers_horus;Borrow 300¤ from the Soldiers of Horus;;;;;;;;;;;;;x
borrow_money_soldiers_horus_desc;I can borrow money from the Soldiers of Horus and pay back the same sum at any time. However, while I'm in their debt, the Grand Master can make various requests, like one of my sons joining their ranks.;;;;;;;;;;;;;x
vassalize_soldiers_horus;Vassalize the Soldiers of Horus;;;;;;;;;;;;;x
vassalize_soldiers_horus_desc;As the king of Egypt, it is within my power to vassalize the powerful Soldiers of Horus at the cost of 500 gold.;;;;;;;;;;;;;x
borrow_money_servants_anubis;Borrow 300¤ from the Servants of Anubis;;;;;;;;;;;;;x
borrow_money_servants_anubis_desc;I can borrow money from the Servants of Anubis and pay back the same sum at any time. However, while I'm in their debt, the Grand Master can make various requests, like one of my sons joining their ranks.;;;;;;;;;;;;;x
vassalize_servants_anubis;Vassalize the Servants of Anubis;;;;;;;;;;;;;x
vassalize_servants_anubis_desc;As the king of Nubia, it is within my power to vassalize the powerful Servants of Anubis at the cost of 500 gold.;;;;;;;;;;;;;x
borrow_money_ares_phananxBorrow 300¤ from Ares' Phalanx;;;;;;;;;;;;;x
borrow_money_ares_phananx_desc;I can borrow money from Ares' Phalanx and pay back the same sum at any time. However, while I'm in their debt, the Grand Master can make various requests, like one of my sons joining their ranks.;;;;;;;;;;;;;x
vassalize_ares_phalanxVassalize Ares' Phalanx;;;;;;;;;;;;;x
vassalize_ares_phalanx_desc;As the king of Greece, it is within my power to vassalize the powerful Ares' Phalanx at the cost of 500 gold.;;;;;;;;;;;;;x
borrow_money_sons_mars;Borrow 300¤ from the Sons of Mars;;;;;;;;;;;;;x
borrow_money_sons_mars_desc;I can borrow money from the Sons of Mars and pay back the same sum at any time. However, while I'm in their debt, the Grand Master can make various requests, like one of my sons joining their ranks.;;;;;;;;;;;;;x
vassalize_sons_mars;Vassalize the Sons of Mars;;;;;;;;;;;;;x
vassalize_sons_mars_desc;As the emperor of the Romans, it is within my power to vassalize the powerful Sons of Mars at the cost of 500 gold.;;;;;;;;;;;;;x
borrow_money_vigrithr;Borrow 300¤ from the Champions of Vígríðr;;;;;;;;;;;;;x
borrow_money_vigrithr_desc;I can borrow money from the Champions of Vígríðr and pay back the same sum at any time. However, while I'm in their debt, the Grand Master can make various requests, like one of my sons joining their ranks.;;;;;;;;;;;;;x
vassalize_champion_vigrithr;Vassalize the Champions of Vígríðr;;;;;;;;;;;;;x
vassalize_champion_vigrithr_desc;As the king of Saxony, it is within my power to vassalize the powerful Champions of Vígríðr at the cost of 500 gold.;;;;;;;;;;;;;x
expelled_d_golden_order;Expelled the Golden Order;;;;;;;;;;;;;x
expelled_d_army_baal;Expelled the Army of Baal;;;;;;;;;;;;;x
expelled_d_ddraig_goch;Expelled Y Ddraig Goch;;;;;;;;;;;;;x
expelled_d_soldiers_horus;Expelled the Soldiers of Horus;;;;;;;;;;;;;x
expelled_d_servants_anubis;Expelled the Servants of Anubis;;;;;;;;;;;;;x
expelled_d_ares_phalanxExpelled Ares' Phalanx;;;;;;;;;;;;;x
expelled_d_sons_mars;Expelled the Sons of Mars;;;;;;;;;;;;;x
expelled_d_champion_vigrithr;Expelled the Champions of Vígríðr;;;;;;;;;;;;;x
borrowed_from_golden_order;Owes 300¤ to the Golden Order;;;;;;;;;;;;;x
borrowed_from_army_of_baal;Owes 300¤ to the Army of Baal;;;;;;;;;;;;;x
borrowed_from_y_ddraig_goch;Owes 300¤ to Y Ddraig Goch;;;;;;;;;;;;;x
borrowed_from_soldiers_of_horus;Owes 300¤ to the Soldiers of Horus;;;;;;;;;;;;;x
borrowed_from_servants_of_anubis;Owes 300¤ to the Servants of Anubis;;;;;;;;;;;;;x
borrowed_from_ares_phalanxOwes 300¤ to Ares' Phalanx;;;;;;;;;;;;;x
borrowed_from_sons_of_mars;Owes 300¤ to the Sons of Mars;;;;;;;;;;;;;x
borrowed_from_champions_of_vigrithr;Owes 300¤ to the Champions of Vígríðr;;;;;;;;;;;;;x
reject_materialism;Reject Materialism;;;;;;;;;;;;;x
reject_materialism_desc;Adopt an ascetic lifestyle, rejecting worldly excess;;;;;;;;;;;;;x
reject_asceticism;Reject Asceticism;;;;;;;;;;;;;x
reject_asceticism_desc;Give up your ascetic lifestyle and return to a life embracing worldly pleasures.;;;;;;;;;;;;;x
destroy_icon;Destroy Icon;;;;;;;;;;;;;x
destroy_icon_desc;Destroy a religious icon in your possession;;;;;;;;;;;;;x
satanic_papacy_rome;Establish Papacy in Rome;;;;;;;;;;;;;x
satanic_papacy_rome_desc;Establish Luciferian Papacy in Rome;;;;;;;;;;;;;x
tt_icon;You own an icon;;;;;;;;;;;;;x
tt_destroy_icon_major;Destroy [FromFrom.GetName].\nReduce revolt risk in §YIconoclast§! provinces.\nGain §G300§! piety\n§YIconoclasm§!: +5% Moral Authority for §Y5 years§!\nOther Iconoclast characters will approve of this action, but Orthodox characters will be upset.;;;;;;;;;;;;;x
tt_destroy_icon_minor;Destroy [FromFrom.GetName].\nReduce revolt risk in §YIconoclast§! provinces.\nGain §G100§! piety\nOther Iconoclast characters will approve of this action, but Orthodox characters will be upset.;;;;;;;;;;;;;x
donate_artifact;Donate Artifact;;;;;;;;;;;;;x
donate_artifact_desc;Sell a valuable artifact and donate it to the poor;;;;;;;;;;;;;x
tt_valueable_artifact;You own a valuable artifact;;;;;;;;;;;;;x
tt_destroy_wealth;Destroy [FromFrom.GetName].\nReduce revolt risk and disease resistance in poorer provinces.\nGain §G100§! piety;;;;;;;;;;;;;x
raid_rival;Raid Rival;;;;;;;;;;;;;x
raid_rival_desc;Attack your rival and attempt to steal their wealth.;;;;;;;;;;;;;x
tt_increase_control;Increase your Control;;;;;;;;;;;;;x
tt_decrease_control;Decrease your Control;;;;;;;;;;;;;x
satanist;Luciferian;;;;;;;;;;;;;x
satanist_DESC;Sharing much of their theology with Catholics, but worshiping the fallen archangel Lucifer instead of The Holy Trinity, Satanists are despised throughout the Christian world.;;;;;;;;;;;;;x
satanist_DESC_2;Can have concubines.;;;;;;;;;;;;;x
voodoo;Voodoo;;;;;;;;;;;;;x
voodoo_DESC;A very loosely organized belief system centered around spirits and magic, the dark rituals of Voodoo are largely feared throughout the world.;;;;;;;;;;;;;x
kemetic_pagan;Kemetic;;;;;;;;;;;;;x
kemetic_pagan_DESC;The ancient Egyptians worshiped a pantheon of gods including Ra, Osiris, and Anubis. While their religion was loosely defined and not highly uniform, it remained dominant in Egypt for over 3,000 years before the common era.;;;;;;;;;;;;;x
kemetic_pagan_reformed;Kemetic;;;;;;;;;;;;;x
kemetic_pagan_reformed_DESC;The ancient Egyptians worshiped a pantheon of gods including Ra, Osiris, and Anubis. While their religion was loosely defined and not highly uniform, it remained dominant in Egypt for over 3,000 years before the common era.;;;;;;;;;;;;;x
atenist;Atenist;;;;;;;;;;;;;x
atenist_DESC;Under the rule of Akhenaten, it was declared the Aten, Ra-Horakhy who rejoices in the horizon, in his Name as the Light which is the sun disk, would be the sole god of Egypt.  With the rise of many monotheistic religions, this idea has once again gained prominence;;;;;;;;;;;;;x
job_spiritual_satanist;Priest;;;;;;;;;;;;;x
job_spiritual_kemetic_pagan;Priest;;;;;;;;;;;;;x
job_spiritual_kemetic_pagan_reformed;Priest;;;;;;;;;;;;;x
job_spiritual_jotnar;Godi;;;;;;;;;;;;;x
job_spiritual_jotnar_reformed;Godi;;;;;;;;;;;;;x
#OLD_RELIGION;§Y§!;;;;;;;;;;;;;x
OLD_RELIGION;Old ;;;;;;;;;;;;;x
jotnar;Jotnar;ancienne jotnar;Alt Jotnar;;Antiguo Jotnar;;;;;;;;;;
jotnar_DESC;The Jotnar faith shares almost all mythology with that of Norse pagans. Both groups believe in several distinct otherworldly realms, among them Asgard and Jotunnheim. While the Norse worship Odin and Thor, the lords of Asgard, the Jotnar worship the giants of Jotunnheim, among them Loki, Jormundgandr, and Fenrir.;;;;;;;;;;;;;xx
jotnar_reformed;Jotnar;;;;;;;;;;;;;xx
jotnar_reformed_DESC;The Jotnar faith shares almost all mythology with that of Norse pagans. Both groups believe in several distinct otherworldly realms, among them Asgard and Jotunnheim. While the Norse worship Odin and Thor, the lords of Asgard, the Jotnar worship the giants of Jotunnheim, among them Loki, Jormundgandr, and Fenrir.;;;;;;;;;;;;;xx
hellenic_pagan;Hellenic;Hellénisme;Hellenisch;;Helenística;;;;;;;;;x
hellenic_pagan_DESC;The Hellenistic religion is polytheistic, with a pantheon of twelve major gods including Zeus, Aries, Athena, and Poseidon. It originated in ancient Greece and with the conquests of Alexander the Great and the Roman Empire, it would go on to become the dominant religion in the Mediterranean world until the rise of Christendom.;;;;;;;;;;;;;x
roman_pagan;Roman;;;;;;;;;;;;;x
roman_pagan_DESC;The Roman religion is polytheistic, with a pantheon of twelve major gods including Jupiter, Mars, Minerva, and Neptune. It originated as a blend of ancient Roman beliefs with the pantheon of the Greek religion, with the addition of an Imperial Cult venerating former emperors as gods.  It was the offical religion of the Roman Empire until its official conversion to Christianity under Emperor Theodosius I.;;;;;;;;;;;;;x
GODKING;God-King;Deus-Rei;Gottkaiser;;Dios-rey;;;;;;;;;;
THE_DEAD_GOD;the dead god;;;;;;;;;;;;;x
GOD_THE_DAMNED;the damned;;;;;;;;;;;;;x
THE_DEAD;the dead;;;;;;;;;;;;;x
THE_RISEN;the risen;;;;;;;;;;;;;x
THE_LIVING;the living;;;;;;;;;;;;;x
MANA;Mana;;;;;;;;;;;;;x
job_spiritual_hellenic_pagan;Diviner;Devin;Augur;;Augur;;;;;;;;;x
temple_baron_hellenic_pagan;Priest;Priest;Priest;;Priest;;;;;;;;;x
the_damned;Damned;;;;;;;;;;;;;x
the_damned_DESC;The Damned is not a religion, but rather a category of being for whom the concept of religion does not apply - corpses made mobile in a profane mockery of life through some fell power, seeking nothing more than the destruction of the living.;;;;;;;;;;;;;x
the_damned_opinion;Opinion of the Damned;;;;;;;;;;;;;x
druidic;Celtic;;;;;;;;;;;;;x
druidic_reformed;Druidic;;;;;;;;;;;;;x
druidic_DESC;Celtic paganism is one of the last surviving branch of the ancient druidic belief systems. It features a pantheon of gods and a world full of spirits in which the children of Don rule the Skies, the Earth and the Otherworld. The main gods are Don and Lud, parents of the gods, Beli, the god of Healing, the Great Queen Rhiannon, the Horned god, called Amanaeth, Manawydan, the Sea God and Lleu of the Skillful Hand.;;;;;;;;;;;;;x
druidic_reformed_DESC;The reformed Celtic faith has a standardized liturgy etched on the many raised stones on the British Isles, telling the story of Don and her children. It is led by the circle of the Druids with the Arch-Druid as the religious leader of the faithful.;;;;;;;;;;;;;x
draconic_pagan;Draconic;;;;;;;;;;;;;x
draconic_pagan_DESC;The draconic faith is similar to many forms of European paganism and shares in many of their myths and legends.  However, instead of venerating the great heroes of men, it instead venerates the dragons in those tales.  The rituals of this religion are primarily concerned with the acquisition of precious metals as a way of strengthening ones soul for the next world and views fire as a sacred, cleansing force.;;;;;;;;;;;;;x
draconic_pagan_reformed;Draconic;;;;;;;;;;;;;x
draconic_pagan_reformed_DESC;The reformed draconic faith adopts standardized texts and rituals concerned with the purification and strengthening of the soul.  It views the world as a giant egg, and when it hatches, a new world will be born and everyone's place will be determines by their wealth in the old one.;;;;;;;;;;;;;x
string_god_character;[scoped_god.GetFirstName];;;;;;;;;;;;;x
GOD_BELI;Beli Mawr;;;;;;;;;;;;;x
#GOD_BELI_irish;Angus mac Og;;;;;;;;;;;;;x
GOD_AMANAETH;Amanaeth;;;;;;;;;;;;;x
#GOD_AMANAETH_irish;The Horned God;;;;;;;;;;;;;x
GOD_MANAWYDAN;Manawydan;;;;;;;;;;;;;x
#GOD_MANAWYDAN_irish;Manannan mac Lir;;;;;;;;;;;;;x
GOD_LLEU;Lleu;;;;;;;;;;;;;x
#GOD_LLEU_irish;Lugh;;;;;;;;;;;;;x
GOD_RHIANNON;Rhiannon;;;;;;;;;;;;;x
#GOD_RHIANNON_irish;Macha;;;;;;;;;;;;;x
GOD_EARTH;Don;;;;;;;;;;;;;x
#GOD_EARTH_irish;Dana;;;;;;;;;;;;;x
GOD_SKY;Lud;;;;;;;;;;;;;x
#GOD_SKY_irish;Nuada;;;;;;;;;;;;;x
GOD_BALOR;Balor;;;;;;;;;;;;;x
GOD;God;Deus;Gott;;Dios;;;;;;;;;;
GOD_JUPITER;Zeus;Jupiter;Jupiter;;Júpiter;;;;;;;;;x
GOD_MERCURY;Hermes;Mercure;Merkur;;Mercurio;;;;;;;;;x
GOD_MARS;Aries;Mars;Mars;;Marte;;;;;;;;;x
GOD_VENUS;Aphrodite;Venus;Venus;;Venus;;;;;;;;;x
GOD_MINERVA;Athena;Minerve;Minerva;;Minerva;;;;;;;;;x
GOD_DRAGON_NIDHOGG;Niðhögg;;;;;;;;;;;;;x
GOD_DRAGON_JORMUNGANDR;Jörmungandr;;;;;;;;;;;;;x
GOD_DRAGON_FAFNIR;Fafnir;;;;;;;;;;;;;x
GOD_DRAGON_LANDVAETTUR;Landvættur;;;;;;;;;;;;;x
GOD_DRAGON_WAWEL;Wawel;;;;;;;;;;;;;x
GOD_DRAGON_TIAMAT;Tiamat;;;;;;;;;;;;;x
GOD_DRAGON_ABZU;Abzu;;;;;;;;;;;;;x
GOD_DRAGON_ZIRNITA;Zirnitra;;;;;;;;;;;;;x
GOD_DRAGON_DEWI;Dewi;;;;;;;;;;;;;x
GOD_DRAGON_PYTHON;Python;;;;;;;;;;;;;x
GOD_DRAGON_ECHIDNA;Echidna;;;;;;;;;;;;;x
GOD_DRAGON_KAMPE;Kampe;;;;;;;;;;;;;x
GOD_DRAGON_DELPHYNE;Delphyne;;;;;;;;;;;;;x
GOD_DRAGON_SYBARIS;Sybaris;;;;;;;;;;;;;x
GOD_MAWU;Mawu;;;;;;;;;;;;;x
GOD_ESHU;Eshu;;;;;;;;;;;;;x
GOD_CERNUNNOS;Cernunnos;;;;;;;;;;;;;x
GOD_MACHA;Macha;;;;;;;;;;;;;x
GOD_TUIRANN;Tuirann;;;;;;;;;;;;;x
GOD_ESUS;Esus;;;;;;;;;;;;;x
GOD_TOUTATIS;Toutatis;;;;;;;;;;;;;x
GOD_THE_DAGDA;The Dagda;;;;;;;;;;;;;x
GOD_AINE;Áine;;;;;;;;;;;;;x
GOD_LIBAN;Liban;;;;;;;;;;;;;x
GOD_DIANANN;Dianann;;;;;;;;;;;;;x
GOD_BODB;Bodb;;;;;;;;;;;;;x
GOD_RA;Ra;;;;;;;;;;;;;x
GOD_ANUBIS;Anubis;;;;;;;;;;;;;x
GOD_IMHOTEP;Imhotep;;;;;;;;;;;;;x
GOD_AMUN;Amun;;;;;;;;;;;;;x
GOD_ATEN;Aten;;;;;;;;;;;;;x
GOD_SUN_DISK;the Sun Disk;;;;;;;;;;;;;x
GOD_RA_HORUS_ATEN;Ra-Horus-Aten;;;;;;;;;;;;;x
GOD_RA_HORAKHTY;Ra-Horakhty;;;;;;;;;;;;;x
GOD_LIVING_ATEN;the Living Aten;;;;;;;;;;;;;x
GOD_BAST;Bast;;;;;;;;;;;;;x
GOD_HAPI;Hapi;;;;;;;;;;;;;x
GOD_HORUS;Horus;;;;;;;;;;;;;x
GOD_OSIRIS;Osiris;;;;;;;;;;;;;x
GOD_ISIS;Isis;;;;;;;;;;;;;x
GOD_MAAT;Maat;;;;;;;;;;;;;x
GOD_NUT;Nut;;;;;;;;;;;;;x
GOD_PTAH;Ptah;;;;;;;;;;;;;x
GOD_SEKHMET;Sekhmet;;;;;;;;;;;;;x
GOD_THOTH;Thoth;;;;;;;;;;;;;x
GOD_SET;Set;;;;;;;;;;;;;x
GOD_AM-HEH;Am-Heh;;;;;;;;;;;;;x
GOD_APEP;Apep;;;;;;;;;;;;;x
GOD_BA-PEF;Ba-Pef;;;;;;;;;;;;;x
GOD_KEK;Kek;;;;;;;;;;;;;x
GOD_KAUKET;Kauket;;;;;;;;;;;;;x
GOD_NU;Nu;;;;;;;;;;;;;x
GOD_HATHOR;Hathor;;;;;;;;;;;;;x
GOD_BERGELMIR;Bergelmir;;;;;;;;;;;;;x
GOD_THHRIVALDI;Þrívaldi;;;;;;;;;;;;;x
GOD_SKADI;Skaði;;;;;;;;;;;;;x
GOD_MIMIR;Mimir;;;;;;;;;;;;;x
GOD_VAFTHRUDNIR;Vafþrúðnir;;;;;;;;;;;;;x
GOD_GERDR;Gerðr;;;;;;;;;;;;;x
GOD_LAUFEY;Laufey;;;;;;;;;;;;;x
GOD_FARBAUTI;Fárbauti;;;;;;;;;;;;;x
GOD_YMIR;Ymir;;;;;;;;;;;;;x
ARCHANGEL_MICHAEL;The Archangel Michael;;;;;;;;;;;;;x
ST_GEORGE;St. George;;;;;;;;;;;;;x
SIGURD;Sigurd;;Sigfried;;;;;;;;;;;;
RAGNAR;Ragnar;;;;;;;;;;;;;x
BEOWULF;Beowulf;;;;;;;;;;;;;x
ENKI;Enki;;;;;;;;;;;;;x
GOD_MARDUK;Marduk;;;;;;;;;;;;;x
String_Siegried;Siegfried;;;;;;;;;;;;;x
