#;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x;
nick_the_slobberer;the Slobberer;;;;;;;;;;;;;;
nick_the_red_title;the Red [Root.PrimaryTitle.GetTitle];;;;;;;;;;;;;;
nick_the_purple_born;the Purple-Born;;;;;;;;;;;;;;
nick_the_posthumous;the Posthumous;;;;;;;;;;;;;;
nick_the_grim;the Grim;;;;;;;;;;;;;;
nick_the_tyrant;the Tyrant;;;;;;;;;;;;;;
nick_the_judge_of_culture;the Judge of the [nickname_target.Culture.GetName]s;;;;;;;;;;;;;;
nick_the_unifier;the Unifier;;;;;;;;;;;;;;
nick_the_small;the Small;;;;;;;;;;;;;;
nick_the_rich;the Rich;;;;;;;;;;;;;;
nick_the_warlike;the Warlike;;;;;;;;;;;;;;
nick_the_supicious;the Suspicious;;;;;;;;;;;;;;
nick_the_distrustful;the Distrustful;;;;;;;;;;;;;;
nick_the_sacrificer;the Sacrificer;;;;;;;;;;;;;;
nick_the_sleeper;the Sleeper;;;;;;;;;;;;;;
nick_the_warrior_queen;the Warrior-[Root.PrimaryTitle.GetTitle];;;;;;;;;;;;;;
nick_the_playboy_king;the Playboy [Root.PrimaryTitle.GetTitle];;;;;;;;;;;;;;
nick_jezebel;Jezebel;;;;;;;;;;;;;;
nick_the_barren;the Barren;;;;;;;;;;;;;;
nick_monkey_face;Monkey-Face;;;;;;;;;;;;;;
nick_the_peasant_king;the Peasant [Root.PrimaryTitle.GetTitle];;;;;;;;;;;;;;
nick_the_charmer_of_europe;the Charmer of Europe;;;;;;;;;;;;;;
nick_the_book_lover;the Book-Lover;;;;;;;;;;;;;;
nick_the_child_ruler;the Child [Root.PrimaryTitle.GetTitle];;;;;;;;;;;;;;
nick_the_fox;the Fox;;;;;;;;;;;;;;
nick_of_the_evil_eye;of the Evil Eye;;;;;;;;;;;;;;
nick_king_of_the_dead;the [Root.PrimaryTitle.GetTitle] of the Dead;;;;;;;;;;;;;;
nick_the_lich_king;the Lich [Root.PrimaryTitle.GetTitle];;;;;;;;;;;;;;
nick_the_bone_king;the Bone [Root.PrimaryTitle.GetTitle];;;;;;;;;;;;;;
nick_the_gravelord;the Grave[Root.GetLordLady];;;;;;;;;;;;;;
nick_the_lord_of_embers;the [Root.GetLordLady] of Embers;;;;;;;;;;;;;;
nick_the_renewed_flame;the Renewed Flame;;;;;;;;;;;;;;
nick_the_eternal_flame;the Eternal Flame;;;;;;;;;;;;;;
nick_the_bloodgiver;the Bloodgiver;;;;;;;;;;;;;;
nick_the_golden;the Golden;;;;;;;;;;;;;;
nick_the_reclaimer;the Reclaimer;;;;;;;;;;;;;;
brew_love_potion;Brew Love Potion;;;;;;;;;;;;;x;
brew_love_potion_desc;Brew a potion for your spouse with which to spice your marriage.;;;;;;;;;;;;;x;
brew_love_potion_targetted;Brew Love Potion;;;;;;;;;;;;;x;
brew_love_potion_targetted_desc;Brew a potion to make someone love you;;;;;;;;;;;;;x;
tt_q1_herb_ingredient;Has a quality 1 herbal ingredient;;;;;;;;;;;;;;
brew_regeneration_potion;Brew Potion of Regeneration;;;;;;;;;;;;;;
brew_regeneration_potion_desc;Brew a potion that can heal lasting injuries.;;;;;;;;;;;;;;
tt_ingredient_regeneration;Has §YIngredient: Moly§! or §YIngredient: Herb of Ascelpois§!;;;;;;;;;;;;;;
tt_heal_injury;Heal a random injury;;;;;;;;;;;;;;
brew_control_potion;Brew Potion of Control;;;;;;;;;;;;;;
brew_control_potion_desc;Brew a potion that helps werewolves maintain control.;;;;;;;;;;;;;;
tt_ingredient_control;Has §YIngredient: Lotus§! or §YIngredient: Herb of Ascelpois§!;;;;;;;;;;;;;;
brew_frenzy_potion;Brew Potion of Frenzy;;;;;;;;;;;;;;
brew_frenzy_potion_desc;Brew a potion that whips werewolves into a frenzy.;;;;;;;;;;;;;;
tt_ingredient_frenzy;Has §YIngredient: Wolfsbane§! or §YIngredient: Herb of Ascelpois§!;;;;;;;;;;;;;;
brew_purity_potion;Brew Potion of Purity;;;;;;;;;;;;;;
brew_purity_potion_desc;Brew a potion that increases the purity of one's soul.;;;;;;;;;;;;;;
tt_ingredient_purity;Has §YIngredient: Lotus§! or §YIngredient: Herb of Ascelpois§!;;;;;;;;;;;;;;
brew_battle_potion;Brew Potion of Battle;;;;;;;;;;;;;;
brew_battle_potion_desc;Brew a potion that improves combat prowess.;;;;;;;;;;;;;;
tt_ingredient_battle;Has §YIngredient: Wolfsbane§! or §YIngredient: Herb of Ascelpois§!;;;;;;;;;;;;;;
brew_fertility_potion;Brew Potion of Fertility;;;;;;;;;;;;;;
brew_fertility_potion_desc;Brew a potion that improves potency in the bedroom.;;;;;;;;;;;;;;
tt_ingredient_fertility;Has §YIngredient: Fern Flower§! or §YIngredient: Herb of Ascelpois§!;;;;;;;;;;;;;;
brew_health_potion;Brew Potion of Health;;;;;;;;;;;;;;
brew_health_potion_desc;Brew a potion to strengthen the body's humors.;;;;;;;;;;;;;;
tt_ingredient_health;Has §YIngredient: Sage§! or §YIngredient: Herb of Ascelpois§!;;;;;;;;;;;;;;
brew_secrets_potion;Brew Potion of Secrets;;;;;;;;;;;;;;
brew_secrets_potion_desc;Brew a potion that grants a keen sense for discovering hidden knowledge.;;;;;;;;;;;;;;
tt_ingredient_secrets;Has §YIngredient: Raskovnik§! or §YIngredient: Herb of Ascelpois§!;;;;;;;;;;;;;;
attempt_alchemy;Attempt Alchemy;;;;;;;;;;;;;x;
attempt_alchemy_desc;Attempt to craft gold from other materials.;;;;;;;;;;;;;x;
summon_ethereal_army;Summon Ethereal Army;;;;;;;;;;;;;x;
summon_ethereal_army_desc;Summon an army of ethereal beings to help you win this war.;;;;;;;;;;;;;x;
cast_aura;Cast Aura;;;;;;;;;;;;;x;
cast_aura_desc;Cast an aura around yourself to make others more agreeable.;;;;;;;;;;;;;x;
NOT_HAS_AURA;Does not currently have an aura;;;;;;;;;;;;;;
summon_servent;Cast Summon Servant;;;;;;;;;;;;;;
summon_servent_desc;Magically summon a servant to aid you;;;;;;;;;;;;;;
summon_servent_tooltip;Summon a servant.;;;;;;;;;;;;;;
banishment;Cast Banishment Spell;;;;;;;;;;;;;;
banishment_desc;Banish all magically summoned creatures in your court;;;;;;;;;;;;;;
banish_summons;Banish all magically summoned creatures in your court;;;;;;;;;;;;;;
healing_potion;Brew Healing Potion;;;;;;;;;;;;;;
healing_potion_desc;Brew a potion to ease your illness.;;;;;;;;;;;;;;
herbalist_acquire_ingredients_decision;Acquire Herbal Ingredients;;;;;;;;;;;;;;
herbalist_acquire_ingredients_decision_desc;Search the forest for herbal ingredients;;;;;;;;;;;;;;
tt_no_hermetic_ingredients_decision;Is unable to use the Hermetic “Acquire Ingredients” decisions;;;;;;;;;;;;;;
acquire_herb_ingredients_effect_tooltip;Set out to gather ingredients.;;;;;;;;;;;;;;
brew_herbalism_happiness_potion;Brew Potion of Eudaimonia;;;;;;;;;;;;;;
brew_herbalism_happiness_potion_desc;Using [From.GetHerHis] knowledge of herbs, §Y[From.GetTitledFirstName]§! can brew a potion to raise low spirits.;;;;;;;;;;;;;;
convert_populace;Convert Populace;;;;;;;;;;;;;x;
convert_populace_desc;Magically convert the peasantry of a county to your religion.;;;;;;;;;;;;;x;
change_magic_focus;Change Magic Study;;;;;;;;;;;;;;
change_magic_focus_desc;Change area of magical expertise, losing all progress.;;;;;;;;;;;;;;
known_monster;Suspected Monster;;;;;;;;;;;;;x;
known_monster_desc;This character has taken actions that make the public begin to suspect that true and monstrous evil is afoot...;;;;;;;;;;;;;x;
expel_satanists;Expel Satanists;;;;;;;;;;;;;x;
expel_satanists_desc;Purge all Satan-worshippers from the realm.;;;;;;;;;;;;;x;
welcome_satanists;Welcome Satanists;;;;;;;;;;;;;x;
welcome_satanists_desc;Welcome the respectable followers of Lucifer back into our realm.;;;;;;;;;;;;;x;
study_at_scholomance;Studying at Scholomance;;;;;;;;;;;;;x;
take_panacea;Take Panacea;;;;;;;;;;;;;;
take_panacea_desc;Take your Panacea to heal your illness;;;;;;;;;;;;;;
decision_panacea;Your illness is cured, but your panacea is consumed.;;;;;;;;;;;;;;
give_panacea;Give Panacea;;;;;;;;;;;;;;
give_panacea_desc;Offer your Panacea to this person;;;;;;;;;;;;;;
prisoner_enchant_loyalty;Enchant Loyalty;;;;;;;;;;;;;;
prisoner_enchant_loyalty_desc;Magically compel the prisoner to be loyal to you.;;;;;;;;;;;;;;
prisoner_enchant_disloyalty;Enchant Liege Disloyalty;;;;;;;;;;;;;;
prisoner_enchant_disloyalty_desc;Magically compel the prisoner to be disloyal to their liege;;;;;;;;;;;;;;
prisoner_enchant_religion;Enchant Religion;;;;;;;;;;;;;;
prisoner_enchant_religion_desc;Magically convert the prisoner to your religion.;;;;;;;;;;;;;;
decision_panacea_other;[Root.GetTitledName] will be offered your Panacea;;;;;;;;;;;;;;
destroy_tower;Destroy Old Mage Tower;;;;;;;;;;;;;;
destroy_tower_desc;Destroy and loot the mage's tower in your old capital;;;;;;;;;;;;;;
decision_destroy_tower;Destroy and loot the mage's tower in your old capital;;;;;;;;;;;;;;
rebuild_tower;Renovate Tower;;;;;;;;;;;;;;
rebuild_tower_desc;Repurpose the tower in your capital to suit your magical skills;;;;;;;;;;;;;;
decision_rebuild_tower;Repurpose the tower in your capital to suit your magical skills;;;;;;;;;;;;;;
feast_mythos;Hold a Feast;Organiser un banquet;Gelage abhalten;;Celebrar un banquete;;;;;;;;;;
feast_mythos_desc;Hold the biggest feast ever seen in the Kingdom!;Organisez le plus grand banquet du Royaume !;Veranstaltet das größte Gelage, das das Königreich je gesehen hat!;;¡Celebra el banquete más grande jamás visto en el reino!;;;;;;;;;;
establish_bank;Establish Bank;;;;;;;;;;;;;;
establish_bank_desc;Set aside money for loans;;;;;;;;;;;;;;
tt_create_bank_200;Create a bank with ¤200;;;;;;;;;;;;;;
interact_with_bank;Manage Bank;;;;;;;;;;;;;;
interact_with_bank_desc;Add or remove money from your bank;;;;;;;;;;;;;;
tt_interact_with_bank;Receive options for managing your bank;;;;;;;;;;;;;;
borrow_from_bank;Borrow From Private Bank;;;;;;;;;;;;;;
borrow_from_bank_desc;Take a loan from a moneylender;;;;;;;;;;;;;;
tt_nearby_banker;A banker with available funds is nearby;;;;;;;;;;;;;;
tt_contact_banker;Contact a nearby banker;;;;;;;;;;;;;;
replay_loan;Repay Loan Early;;;;;;;;;;;;;;
replay_loan_desc;Repay a portion of your outstanding loan.;;;;;;;;;;;;;;
tt_interact_with_loan;Check loan repayment options;;;;;;;;;;;;;;
targetted_borrow_from_bank;Borrow From Bank;;;;;;;;;;;;;;
targetted_borrow_from_bank_desc;Borrow from this character's bank;;;;;;;;;;;;;;
tt_bank_has_money;Bank is not out of money;;;;;;;;;;;;;;
tt_contact_selected_banker;Contact the banker;;;;;;;;;;;;;;
raise_undead;Raise Undead;;;;;;;;;;;;;;
raise_undead_desc;Resurrect someone as a [Root.GetRevenantTerm] to serve you.;;;;;;;;;;;;;;
control_undead;Control Undead;;;;;;;;;;;;;;
control_undead_desc;Attempt to take control of this undead creature, forcing it into obedience;;;;;;;;;;;;;;
tt_not_already_controlled;[Root.GetBestName] is not already under someone's control;;;;;;;;;;;;;;
illusionary_defenders;Illusionary Defenders;;;;;;;;;;;;;;
illusionary_defenders_desc;Spectral defenders have bolstered the troops here.;;;;;;;;;;;;;;
undead_laborers;Undead Laborers;;;;;;;;;;;;;;
divination_room;Divination Chamber;;;;;;;;;;;;;;
divination_room_desc;The tower here has a special chamber for consulting with the dead to learn the secrets of the world.;;;;;;;;;;;;;;
tower_crypt;Tower Crypt;;;;;;;;;;;;;;
tower_crypt_desc;The tower here has its own crypt.;;;;;;;;;;;;;;
ancient_advice;Ancient Advice;;;;;;;;;;;;;;
haunted_castle;Haunted Castle;;;;;;;;;;;;;;
seeker_of_secrets;Seeker of Secrets;;;;;;;;;;;;;;
consorted_with_demons;Consorted with Demons;;;;;;;;;;;;;;
spirit_blessed_farmlands;Spirit-Blessed Farmlands;;;;;;;;;;;;;;
night_spirits;Invasion by Night-Spirits;;;;;;;;;;;;;;
sacrificed_crops;Sacrificed Crops;;;;;;;;;;;;;;
sacrificed_livestock;Sacrificed Livestock;;;;;;;;;;;;;;
regeneration_strain;Regeneration Strain;;;;;;;;;;;;;;
death_regeneration_strain;from the strain of regeneration.;;;;;;;;;;;;;;
potion_of_purity;Purity Potion;;;;;;;;;;;;;;
potion_of_purity_desc;This character has taken a potion to improve the purity of their soul\n\nPurity: §G+1§!;;;;;;;;;;;;;;
potion_of_battle;Battle Potion;;;;;;;;;;;;;;
potion_of_fertility;Fertility Potion;;;;;;;;;;;;;;
potion_of_health;Health Potion;;;;;;;;;;;;;;
potion_of_secrets;Potion of Secrets;;;;;;;;;;;;;;
experimental_potion_1;Experimental Potion;;;;;;;;;;;;;;
experimental_potion_2;Experimental Potion;;;;;;;;;;;;;;
experimental_potion_2_death;potion poisoning.;;;;;;;;;;;;;;
experimental_potion_3;Experimental Potion;;;;;;;;;;;;;;
experimental_potion_3_death;potion poisoning.;;;;;;;;;;;;;;
experimental_potion_4;Experimental Potion;;;;;;;;;;;;;;
experimental_potion_5;Experimental Potion;;;;;;;;;;;;;;
experimental_potion_6;Experimental Potion;;;;;;;;;;;;;;
experimental_potion_6_death;potion poisoning.;;;;;;;;;;;;;;
experimental_potion_7;Experimental Potion;;;;;;;;;;;;;;
experimental_potion_8;Experimental Potion;;;;;;;;;;;;;;
experimental_potion_9;Experimental Potion;;;;;;;;;;;;;;
experimental_potion_10;Experimental Potion;;;;;;;;;;;;;;
studied_masters_writings;Studied Master's Writings;;;;;;;;;;;;;;
organized_notes;Organized Notes;;;;;;;;;;;;;;
death_werewolf;from a werewolf attack.;;;;;;;;;;;;;x;
coverup_successful;the coverup being successful.;;;;;;;;;;;;;x;
healing_potion_great;Great healing potion;;;;;;;;;;;;;;
healing_potion_good;Good healing potion;;;;;;;;;;;;;;
healing_potion_bad;Poor healing potion;;;;;;;;;;;;;;
healing_potion_terrible;Terrible healing potion;;;;;;;;;;;;;;
preparations_begin;Preparations begin.;;;;;;;;;;;;;x;
expedition_sent;An expedition is sent.;;;;;;;;;;;;;x;
expedition_sent_2;More men are sent.;;;;;;;;;;;;;x;
spell_cast;The spell is cast.;;;;;;;;;;;;;x;
bountiful_harvest;Bountiful Harvest;;;;;;;;;;;;;;
focused_research;Focused Research;;;;;;;;;;;;;;
focused_research_minor;Focused Research;;;;;;;;;;;;;;
donated_land;Donated Land;;;;;;;;;;;;;;
church_financial_aid;Financial Aid to Church;;;;;;;;;;;;;;
diverted_troops;Diverted Troops;;;;;;;;;;;;;;
purified_water;Purified Water;;;;;;;;;;;;;;
shining_buildings;Shining Buildings;;;;;;;;;;;;;;
preserved_food;Enchanted Food;;;;;;;;;;;;;;
calming_music;Calming Music;;;;;;;;;;;;;;
idyllic_weather;Idyllic Weather;;;;;;;;;;;;;;
parade_guards;Parade Guards;;;;;;;;;;;;;;
favored_nobles;Favored Nobles;;;;;;;;;;;;;;
favored_clergy;Favored Clergy;;;;;;;;;;;;;;
favored_tribesmen;Favored Tribesmen;;;;;;;;;;;;;;
favored_burghers;Favored Burghers;;;;;;;;;;;;;;
necromancer_event_looted;Looted;;;;;;;;;;;;;;
vampire_starving;Starving;;;;;;;;;;;;;;
satanists_are_expelled;Luciferians are expelled.;;;;;;;;;;;;;x;
satanists_are_welcome;Luciferians are welcomed.;;;;;;;;;;;;;x;
d_satanist;The Luciferian Church;;;;;;;;;;;;;x;
d_satanist_adj;Luciferian;;;;;;;;;;;;;x;
d_jotnar_reformed;The Jotnar Fylkirate;;;;;;;;;;;;;x;
d_jotnar_reformed_adj;Jotnar;;;;;;;;;;;;;x;
k_draconic_pagan_reformed;The Sapphire Flame;;;;;;;;;;;;;x;
k_draconic_pagan_reformed_adj;Draconic;;;;;;;;;;;;;x;
d_hellenic_pagan;The High Priesthood;;;;;;;;;;;;;x;
d_hellenic_pagan_adj;Hellenic;;;;;;;;;;;;;x;
d_helsing;The Knights of Helsing;;;;;;;;;;;;;;x
d_helsing_adj;Helsing;;;;;;;;;;;;;;x
e_zombie;The Undead Horde;;;;;;;;;;;;;x;
e_zombie_adj;[From.GetRevenantTermCap];;;;;;;;;;;;;x;
e_vampire;Nocturne Imperium;;;;;;;;;;;;;x;
e_vampire_adj;Vampire;;;;;;;;;;;;;x;
e_werewolf;Lycan Empire;;;;;;;;;;;;;x;
e_werewolf_adj;Lycan;;;;;;;;;;;;;x;
e_djinn;Djinni Caliphate;;;;;;;;;;;;;x;
e_djinn_adj;Djinni;;;;;;;;;;;;;x;
d_solomon_legion;Solomon's Legion;;;;;;;;;;;;;x;
d_solomon_legion_adj;Legionary;;;;;;;;;;;;;x;
