BL_monster_hunter_desc;[Root.GetMonster1]. [Root.GetMonster2]. [Root.GetRevenantTerm].  All these monsters seek to prey upon [Root.GetSpecies]kind, yet there are those who stand as a bulwark against them.  [Root.GetBestName] proved to be one of the greatest foes of the creatures of the night.;;;;;;;;;;;;;
BL_helsing;Blood of Abraham Van Helsing;;;;;;;;;;;;;
BL_helsing_desc;An accomplished doctor, Abraham Van Helsing found himself called upon to treat a girl of a strange illness. Discovering it to be the curse of vampirism, the doctor set his life to fighting these dark forces that assail humanity.;;;;;;;;;;;;;
BL_blood_of_sigurd;Blood of [Root.GetDragonslayer];;;;;;;;;;;;;
BL_blood_of_sigurd_desc;Having felled many a dragon, the people began to treat [Root.GetName] as a successor to the mighty [Root.GetDragonslayer], famed slayer of dragons.;;;;;;;;;;;;;
BL_banking;Silver Blood of [Root.GetFirstName];;;;;;;;;;;;;
BL_banking_desc;[Root.GetBestName] was said to have a midas touch - every business transaction [Root.GetSheHe] touched would turn to gold.  Soon, the vast wealth flowing through [Root.GetHerHis] coffers would see that [Root.GetHerHis] descendants would want for nothing.;;;;;;;;;;;;;
BL_ramesis;Blood of Ramesses;;;;;;;;;;;;;
BL_ramesis_desc;Ramesses II, the Strong Bull, Beloved of Ra, the Protector of Egypt who curbs foreign lands was one of the most famous Pharaohs of antiquity and a reknowned builder of monuments.;;;;;;;;;;;;;
bloodline_inheritance_genetic;§YGenetic§! bloodline inheritance;;;;;;;;;;;;;
bloodline_inheritance_vampiric;§YVampiric§! bloodline inheritance;;;;;;;;;;;;;
bloodline_inheritance_high_vampiric;§YHigh Vampiric§! bloodline inheritance;;;;;;;;;;;;;
bloodline_effect_vampiric_support;Characters gain more support in vampiric elections;;;;;;;;;;;;;
bloodline_effect_known_sired_vampires;Sired vampires are automatically known;;;;;;;;;;;;;
bloodline_effect_restricted_feeding;Cannot safely feed on §Yunlanded§! characters without §Ybloodlines§! or positive congenital traits;;;;;;;;;;;;;
bloodline_effect_weaken_vampire_victim;Feeding weakens well-bred victims;;;;;;;;;;;;;
bloodline_effect_known_sired_ugly_vampires;Sired vampires are automatically known and ugly;;;;;;;;;;;;;
bloodline_effect_vampire_feed_genetic_bonus;Gain better attributes from feeding on well-bred characters;;;;;;;;;;;;;
bloodline_effect_slow_disease_recovery;Slow to recover from §Ydiseases§!;;;;;;;;;;;;;
bloodline_effect_disease_hunger;§YDiseases§! slow hunger gains;;;;;;;;;;;;;
bloodline_effect_no_tainted_blood;Never gain §YTainted Blood§!;;;;;;;;;;;;;
bloodline_effect_feed_on_anyone;Can feed on §Y[Root.GetRevenantTerm]s§!, §Ydemons§!, §Ywerewolves§!, and §Yvampires§!;;;;;;;;;;;;;
bloodline_effect_attribute_treatment;Attribute bonuses only counteract diseases;;;;;;;;;;;;;
bloodline_effect_werewolf_support;Characters gain more support in werewolf elections;;;;;;;;;;;;;
bloodline_effect_werewolf_challenge_morale;Deal additional morale damage in §Ywerewolf challenges§!;;;;;;;;;;;;;
bloodline_effect_child_werewolves;Children are more likely to become §Ywerewolves§!;;;;;;;;;;;;;
BL_vampiric_highborn;Vampiric House of [Root.Dynasty.GetName];;;;;;;;;;;;;
BL_vampiric_highborn_desc;The great house of [Root.Dynasty.GetName] has shown great vampiric power, passed on to those sired. With their great power, comes a discerning palate.;;;;;;;;;;;;;
BL_blood_of_nosferatu;Blood of [Root.GetFirstName];;;;;;;;;;;;;
BL_blood_of_nosferatu_desc;Cursed with a grotesque body, the vampire [Root.GetBestName] found [Root.GetHimselfHerself] host to a new strain of the vampiric curse, leaving the body strong but twisted, even for those [Root.GetSheHe] sired.;;;;;;;;;;;;;
BL_vile_blood;Vile Blood of [Root.GetFirstName];;;;;;;;;;;;;
BL_vile_blood_desc;Having a body wracked by disease and with no qualms on spreading them, [Root.GetBestName]'s vampiric curse soon adapted and gained strength from illness and developed a miasmic bite.;;;;;;;;;;;;;
BL_werewolf_nobility;Wolfborn House of [Root.Dynasty.GetName];;;;;;;;;;;;;
BL_werewolf_nobility_desc;The blood of the wolf runs strong in the descendants of [Root.GetBestName].;;;;;;;;;;;;;
BL_blood_embers;Holy Blood of [Root.GetBestName];;;;;;;;;;;;;
BL_blood_flame;Holy Blood of [Root.GetBestName];;;;;;;;;;;;;
BL_blood_eternal_flame;Holy Blood of [Root.GetBestName];;;;;;;;;;;;;
BL_blood_sacrifice;Holy Blood of [Root.GetBestName];;;;;;;;;;;;;
BL_golden_blood;Golden Blood of [Root.GetBestName];;;;;;;;;;;;;
BL_blood_reclaimer;Holy Blood of [Root.GetBestName];;;;;;;;;;;;;
BL_everburning_blood;Everburning Blood of [Root.GetFirstName];;;;;;;;;;;;;
draconic_saint_desc;On [Root.GetDeathDate], [Root.GetBestName] sacrificed [Root.GetHimselfHerself] to become the new Eternal Flame in [Root.death_location.GetName].;;;;;;;;;;;;;
MBLOODLINE_EVTDESCA.1;With disease running rampant through my realm, I feel it falls to me and my herbal knowledge to find a treatment for this illness.  It will take truly focused effort, but I may be able to aid the populace.;;;;;;;;;;;;;
MBLOODLINE_EVTOPTA.1;This will be my sole focus.;;;;;;;;;;;;;
MBLOODLINE_EVTOPTB.1;As long as it doesn't interfere with my other work.;;;;;;;;;;;;;
MBLOODLINE_EVTOPTC.1;I don't have the time to spare.;;;;;;;;;;;;;
MBLOODLINE_EVTDESC.2;It's clear that any cure is not going to come quickly, and people are dying as they wait.  It's time to expand the hospitals, and quickly.;;;;;;;;;;;;;
MBLOODLINE_EVTOPTA.2;We will rush out as many as we can.;;;;;;;;;;;;;
MBLOODLINE_EVTOPTB.2;I need to help the capital.;;;;;;;;;;;;;
MBLOODLINE_EVTOPTC.2;I can't afford this right now.;;;;;;;;;;;;;
MBLOODLINE_EVTDESC.3;While I'm reasearching a cure, the hospitals are getting overloaded. The beds are doubled up and the stench of the patients' filth is surely making the miasma worse.;;;;;;;;;;;;;
MBLOODLINE_EVTOPTA.3;The hospitals may put patients in some of my residences.;;;;;;;;;;;;;
MBLOODLINE_EVTOPTB.3;We can put some of them in the palace.;;;;;;;;;;;;;
MBLOODLINE_EVTOPTC.3;I'll just have to finish quickly.;;;;;;;;;;;;;
MBLOODLINE_EVTDESC.4;While I have been researching, the clergy have been helping tend to the sick from their own resources, though it's an uphill battle;;;;;;;;;;;;;
MBLOODLINE_EVTOPTA.4;Perhaps some more funding will help keep the illness in check.;;;;;;;;;;;;;
MBLOODLINE_EVTOPTB.4;I can spare some time to assist personally.;;;;;;;;;;;;;
MBLOODLINE_EVTOPTC.4;I can spare neither the time nor the money.;;;;;;;;;;;;;
MBLOODLINE_EVTDESC.5;I've done it! I've at last found the right concoction of ingredients to create a potion to to cleanse the infected of the disease running through the land. The ingredients aren't cheap, and distribution will take a lot of people, but we now can be rid of this blight.;;;;;;;;;;;;;
MBLOODLINE_EVTOPTA.5;I will have my troops distribute it in several provinces;;;;;;;;;;;;;
MBLOODLINE_EVTOPTB.5;We need this in the capital;;;;;;;;;;;;;
MBLOODLINE_EVTOPTC.5;People will be willing to pay quite a lot for this.;;;;;;;;;;;;;
MBLOODLINE_EVTOPTD.5;It was an academic exercise, nothing more.;;;;;;;;;;;;;
MBLOODLINE_EVTDESC.6;After all my hard work ridding the land of the disease plaguing it, word has begun spreading about my skill with herb lore.  My name will go down in history as being synonymous with my craft.;;;;;;;;;;;;;
MBLOODLINE_EVTDESCA.7;While I may be a skilled enchanter, it is not skill which people remember, but rather what they do with it. To that end, I should turn [Root.Capital.GetName] into a shining utopia that the world will never forget.;;;;;;;;;;;;;
MBLOODLINE_OPTA.7;My glory will go down in legend!;;;;;;;;;;;;;
MBLOODLINE_OPTB.7;I doubt I could afford to do this.;;;;;;;;;;;;;
MBLOODLINE_EVTDESC.8;The waters of the town are often of an unpleasant hue.  The should shine and shimmer in the sun and romantically reflect the light of the moon.  If I want [Root.Capital.GetName] to be a true place of beauty, this is where I should start.;;;;;;;;;;;;;
MBLOODLINE_OPTA.8;I will pour every ounce of my magic into clearing up the water;;;;;;;;;;;;;
MBLOODLINE_OPTB.8;Some purification enchantments upstream should be enough.;;;;;;;;;;;;;
MBLOODLINE_OPTC.8;Just a slight glamour to trick the eye should fool people.;;;;;;;;;;;;;
MBLOODLINE_OPTD.8;Water? I want a beautiful city not a beautiful fountain.;;;;;;;;;;;;;
MBLOODLINE_EVTDESC.9;My builders have been going around repairing any worn or damaged buildings, but they still lack any real presence. They're far too drab for my vision of the area.;;;;;;;;;;;;;
MBLOODLINE_OPTA.9;Perhaps I could magically fuse the walls with fine gems. A crystal castle would be a sight to behold.;;;;;;;;;;;;;
MBLOODLINE_OPTB.9;The walls should be imbued with gold dust to make everything glitter;;;;;;;;;;;;;
MBLOODLINE_OPTC.9;Every building must be decorated with exotic paints.;;;;;;;;;;;;;
MBLOODLINE_OPTD.9;The repairs should work fine. No need to waste good money.;;;;;;;;;;;;;
MBLOODLINE_EVTDESC.10;The people living in the towns seem worn down.  Enchanting everyone would be beyond even me, but ensuring everyone plentiful food should lighten their spirits.;;;;;;;;;;;;;
MBLOODLINE_OPTA.10;Make the food duplicate itself. Everyone will feast every night!;;;;;;;;;;;;;
MBLOODLINE_OPTB.10;Enchant the farms to grow larger crops that can feed more people for the same work.;;;;;;;;;;;;;
MBLOODLINE_OPTC.10;I'll enchant the food against spoilage to make winters easier;;;;;;;;;;;;;
MBLOODLINE_OPTD.10;Just make sure any visitors or scribes stay away from the lower classes.;;;;;;;;;;;;;
MBLOODLINE_EVTDESC.11;Everything around here is too quiet.  If I can fill the town with gentile music, it should keep people calm and relaxed while giving the town a feeling of dignity.;;;;;;;;;;;;;
MBLOODLINE_OPTA.11;I will enchant every part of the town to exude calming music.;;;;;;;;;;;;;
tt_enchant_music_long;This task may take years to complete;;;;;;;;;;;;;
MBLOODLINE_OPTB.11;I will enchant just key gathering places.;;;;;;;;;;;;;
tt_enchant_music_medium;This task may take about a year to complete;;;;;;;;;;;;;
MBLOODLINE_OPTC.11;It will be most noticeable at the entrances.;;;;;;;;;;;;;
tt_enchant_music_short;This task may take months to complete;;;;;;;;;;;;;
MBLOODLINE_OPTD.11;I doubt anyone would notice the music.;;;;;;;;;;;;;
MBLOODLINE_EVTDESC.12;As I wonder the castle grounds, it strikes me that a key part of the image of an ideal landscape comes not from the landscape itself, but from the weather.  To truly give people the image of a grand city, the weather should be warm and calm.;;;;;;;;;;;;;
MBLOODLINE_OPTA.12;Yes, today's weather should never pass.;;;;;;;;;;;;;
MBLOODLINE_OPTB.12;I should be able to slow losing calm weather and hurry away bad weather.;;;;;;;;;;;;;
MBLOODLINE_OPTC.12;I may be able to at least blunt the worst storms.;;;;;;;;;;;;;
MBLOODLINE_OPTD.12;This is just a passing thought.;;;;;;;;;;;;;
MBLOODLINE_EVTDESC.13;What I think I need now is guards designed to impress visitors with the cities majesty more than to fight.  The first thing they should see are guards in parade dress.;;;;;;;;;;;;;
MBLOODLINE_OPTA.13;All the key points should have these guards;;;;;;;;;;;;;
MBLOODLINE_OPTB.13;The main thoroughfares should have parade guards;;;;;;;;;;;;;
MBLOODLINE_OPTC.13;These guards should be at the entrance;;;;;;;;;;;;;
MBLOODLINE_OPTD.13;Such mundane things won't show off my magic.;;;;;;;;;;;;;
MBLOODLINE_EVTDESCA.15;All of my hard work has paid off. Nobles from all over are making trips to see the beauty I have created.  Scribes from [Root.Religion.GetReligionTempleName]s came to write about it and painters travel for weeks to capture its glory.;;;;;;;;;;;;;
MBLOODLINE_EVTDESCB.15;While my results never quite lived up to my vision, it seems that what I have accomplished was enough.  People come from all over to see the results and it seems my work will not be forgotten.;;;;;;;;;;;;;
MBLOODLINE_EVTOPTA.15;My name will be remembered.;;;;;;;;;;;;;
MBLOODLINE_EVTDESCA.15;Despite all my hard work and the sheer beauty of [Root.Capital.GetName], no one seems to care.  People go about their normal business and don't give a second glace at the beauty around them.;;;;;;;;;;;;;
MBLOODLINE_EVTDESCB.15;Having been met by repeated failures along the way, I suppose it's not surprising that my results fell short of my vision. My capital is little better than it was before, and those changes will soon be forgotten.;;;;;;;;;;;;;
MBLOODLINE_EVTOPTA.16;All that work for nothing.;;;;;;;;;;;;;
MBLOODLINE_EVTDESC.17;Thanks to my magical skill, I am advised by the finest minds beyond the veil of this world and have armies brought down upon my foes at the snap of a finger. Still, I feel I could do something so much more. Something which legends will speak of for generations to come.;;;;;;;;;;;;;
MBLOODLINE_EVTOPTA.17;There are still more powerful beings I can bind to my will.;;;;;;;;;;;;;
MBLOODLINE_EVTOPTB.17;I'm not sure I could control something that powerful.;;;;;;;;;;;;;
MBLOODLINE_DESCA.18;I have done my research and determined what will need to be done for the summoning.  The result will be quite tumultuous, so the ritual circle will need to be able to withstand the magical energies.;;;;;;;;;;;;;
MBLOODLINE_EVTOPTA.18;A circle drawn in diamond dust should stand against the magical energy.;;;;;;;;;;;;;
MBLOODLINE_EVTOPTB.18;If I engrave the circle into stone, that should prevent damage;;;;;;;;;;;;;
MBLOODLINE_EVTOPTC.18;A normal drawing in chalk should be fine;;;;;;;;;;;;;
MBLOODLINE_DESCA.19;Since I have many critical roles in the ritual, I will need an assistant to lead the other ritualists.  Their skills will influence the final creature that is summoned.;;;;;;;;;;;;;
MBLOODLINE_EVTOPTA.19;[possible_ritual_leader_diplomacy.GetBestName] is good with people.;;;;;;;;;;;;;
MBLOODLINE_EVTOPTB.19;[possible_ritual_leader_martial.GetBestName] knows how to lead.;;;;;;;;;;;;;
MBLOODLINE_EVTOPTC.19;[possible_ritual_leader_stewardship.GetBestName] is good at organizing things.;;;;;;;;;;;;;
MBLOODLINE_EVTOPTD.19;[possible_ritual_leader_intrigue.GetBestName] can handle secrets.;;;;;;;;;;;;;
MBLOODLINE_EVTOPTE.19;[possible_ritual_leader_learning.GetBestName] should understand the ritual.;;;;;;;;;;;;;
MBLOODLINE_EVTDESC.20;Now that I have someone to help lead the ritual, I need to determine who the other participants will be.;;;;;;;;;;;;;
MBLOODLINE_EVTOPTA.20;I will select from skilled nobles.;;;;;;;;;;;;;
MBLOODLINE_EVTOPTB.20;I can honor some of the tribe leaders.;;;;;;;;;;;;;
MBLOODLINE_EVTOPTC.20;The church will be able to understand the ritual;;;;;;;;;;;;;
MBLOODLINE_EVTOPTD.20;I can hire skilled scholars from the cities.;;;;;;;;;;;;;
MBLOODLINE_EVTDESC.21;Now that everyone is prepared for the ritual, I need to prepare an appropriate sacrifice to act as a conduit for the summoning.;;;;;;;;;;;;;
MBLOODLINE_EVTOPTA.21;I will have a solid gold statue made in the image of the being I'm summoning;;;;;;;;;;;;;
MBLOODLINE_EVTOPTB.21;A marble figure should act as a nice conduit;;;;;;;;;;;;;
MBLOODLINE_EVTOPTC.21;I can just use some of the gold from the treasury as a sacrifice;;;;;;;;;;;;;
MBLOODLINE_EVTOPTD.21;Some farmers pay taxes in wheat and barley. I can use those as a burn offering.;;;;;;;;;;;;;
MBLOODLINE_EVTOPTA.22;I will give my close family, [selected_family.GetFirstName].;;;;;;;;;;;;;
MBLOODLINE_EVTOPTB.22;I will give my loyal servant, [selected_courtier.GetFirstName].;;;;;;;;;;;;;
MBLOODLINE_EVTOPTC.22;The blood of the criminal [selected_prisoner.GetBestName] will serve.;;;;;;;;;;;;;
MBLOODLINE_EVTDESC.23;[From.GetTitledName] lead me into a blood-stained room, surrounded by hooded figures.  At the end of the room was an altar, etched with runes, where [ritual_leader.GetBestName] stood with a knife.  I tried to break free, but my escorts held me down as the knife was plunged into my chest.;;;;;;;;;;;;;
MBLOODLINE_EVTOPTA.23;Not like this...;;;;;;;;;;;;;
MBLOODLINE_EVTDESC.25;All my work has paid off. Before me stands a titan of immense power, bound to my will, stronger than any being I've summoned yet.  This is truly the ultimate summoning.;;;;;;;;;;;;;
MBLOODLINE_EVTOPTA.25;This event will never be forgotten;;;;;;;;;;;;;
MBLOODLINE_EVTDESC.26;Despite all the hard work, nothing has come from the summoning.;;;;;;;;;;;;;
MBLOODLINE_EVTOPTA.26;Was this all a waste of time?;;;;;;;;;;;;;
MBLOODLINE_EVTDESC.27;My [Root.GetRevenantTerm]s have proven themselves on the field of battle, and I've proven I can conquer threatening rivals.  Perhaps I should show people my true power, and make realms tremble before me.;;;;;;;;;;;;;
MBLOODLINE_EVTOPTA.27;Everyone should fear my power.;;;;;;;;;;;;;
MBLOODLINE_EVTOPTB.27;It's better if I stay hidden.;;;;;;;;;;;;;
